PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
16483571,Evaluation of white matter integrity in ex vivo brains of amyloid plaque-bearing APPsw transgenic mice using magnetic resonance diffusion tensor imaging,mice,transgene-negative control mice;age-matched control mice;APPsw (Tg2576) transgenic mice,diffusion MRI;DTI,,,single study,RD;RA;MD;AD,,two-way ANOVA,decrease;no change,APPsw transgenic mice vs age-matched control mice,yes,no,no,
15007117,Diffusion tensor imaging of thalamus correlates with cognition in CADASIL without dementia,humans,CADASIL;Healthy controls,diffusion MRI;Anatomical MRI,,,single study,MD,,correlation;regression,decrease,nondemented CADASIL vs healthy controls;Correlation of DTI measures with executive function in CADASIL,yes,yes,no,Cerebral Small Vessel Disease
28604016,Triglycerides are Negatively Correlated with Cognitive Function in Non-demented Aging Adults,humans,Non-demented aging adults,diffusion MRI,,,single study,,,correlation,no mention,Triglycerides vs cognitive function (executive function and memory) in non-demented aging adults,yes,yes,no,
33638111,"Decreased myelin content of the fornix predicts poorer memory performance beyond vascular risk, hippocampal volume, and fractional anisotropy in nondemented older adults",humans,Nondemented older adults,mcDESPOT;DTI;diffusion MRI;Anatomical MRI,Fornix,,single study,FA,,linear regression,decrease,"Does decreased fornix MWF predict poorer memory performance beyond vascular risk, hippocampal volume, and fornix FA in nondemented older adults?",yes,yes,no,
37926082,Prediction of Mild Cognitive Impairment Progression to Alzheimers Disease Based on Diffusion Tensor Imaging-Derived Diffusion Parameters: Construction and Validation of a Nomogram,humans,Mild Cognitive Impairment;Alzheimer's disease,Diffusion Tensor Imaging;diffusion MRI;Anatomical MRI,,,single study,,,logistic regression;decision curve analysis;ROC analysis,no mention,Predict progression of mild cognitive impairment to Alzheimer's disease;MCI patients who progressed to Alzheimer's disease vs MCI patients who did not progress,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
33648793,Apolipoprotein E homozygous ε 4 allele status: Effects on cortical structure and white matter integrity in a young to mid-age sample,humans,Subjects with depression;APOE ε4 homozygotes;Non-APOE ε4 carriers,diffusion MRI;Anatomical MRI,Fornix;Corona Radiata;Corpus Callosum;External Capsule;Internal Capsule,FreeSurfer,single study,FA,,,decrease,APOE ε4 homozygotes vs non-ε4 carriers,yes,yes,no,
31421507,NeuroImage: Clinical,humans,Mild Cognitive Impairment,Diffusion Tensor Imaging;diffusion MRI;Anatomical MRI,Inferior Fronto-Occipital Fasciculus;Forceps Minor;Corpus Callosum,,single study,RD,,multivariable regression;regression,,MCI patients with history of falls vs MCI without history of falls,yes,yes,no,Mild Cognitive Impairment
20429751,Diffusion tensor imaging (DTI) in dementia patients with frontal lobe symptoms,humans,Healthy controls;Dementia;Alzheimer's disease,diffusion MRI;Anatomical MRI,,,single study,FA,,correlation,decrease,Dementia patients with frontal lobe symptoms vs Alzheimer's patients without frontal symptoms and healthy controls,yes,yes,yes,Dementia;Alzheimers Disease
23475817,White Matter Imaging Helps Dissociate Tau from TDP-43 in Frontotemporal Lobar Degeneration,humans,FTLD-TAU;FTLD-TDP,diffusion weighted MRI;Anatomical MRI,,,single study,FA,,ROC analysis;leave-one-out cross-validation,decrease,FTLD-TAU vs FTLD-TDP,yes,yes,yes,Frontotemporal Dementia
26646649,Difference in white matter microstructure in differential diagnosis of normal pressure hydrocephalus and Alzheimers disease,humans,Normal pressure hydrocephalus;Healthy controls;Alzheimer's disease,diffusion MRI,Corona Radiata;Global;Corpus Callosum - Splenium;Corpus Callosum,,single study,FA;MD;AD;RD,,correlation,decrease;increase,Normal pressure hydrocephalus patients vs Alzheimer's disease patients;Normal pressure hydrocephalus patients vs healthy controls;Alzheimer's disease patients vs healthy controls,yes,yes,yes,Idiopathic Normal Pressure Hydrocephalus;Alzheimers Disease
25363208,Longitudinal Diffusion Tensor Imaging in Frontotemporal Dementia,humans,Healthy controls;Behavioral Variant Frontotemporal Dementia,diffusion weighted MRI;diffusion MRI;DTI,Cingulum;Uncinate Fasciculus,,single study,FA;MD,,,,Behavioral Variant Frontotemporal Dementia patients vs Healthy controls,yes,yes,yes,Behavioral Variant Frontotemporal Dementia
16301485,Damage within a network of white matter regions underlies executive dysfunction in CADASIL,humans,CADASIL,diffusion MRI,Cingulum Bundle,SPM,single study,,,correlation;regression,decrease,white matter integrity vs executive function in CADASIL patients,yes,yes,no,Cerebral Small Vessel Disease
28448817,Psychiatry Research: Neuroimaging,humans,Alzheimers disease,diffusion tensor imaging;diffusion MRI;diffusion kurtosis imaging,,,single study,kurtosis;diffusivity,,classification;support vector machine,no mention,Combination of diffusivity and kurtosis vs diffusivity or kurtosis alone in detecting Alzheimers disease,yes,yes,yes,Alzheimers Disease
22850313,Cognitive Function in Small Vessel Disease: The Additional Value of Diffusion Tensor Imaging to Conventional Magnetic Resonance Imaging: The RUN DMC Study,humans,Cerebral Small Vessel Disease,Diffusion Tensor Imaging;diffusion MRI;Anatomical MRI,Global,,single study,FA;MD,,multivariate regression;regression,no mention,Cerebral Small Vessel Disease patients: value of DTI of NAWM and WML in addition to conventional MRI parameters for explaining cognitive performance,yes,yes,no,Cerebral Small Vessel Disease
30798166,NeuroImage: Clinical,humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Arcuate Fasciculus;Cingulate Cingulum,AFQ;TBSS;VBA,single study,FA;MD,,,decrease;increase,Mild Cognitive Impairment patients vs Healthy controls;Alzheimer's disease patients vs Healthy controls;AFQ vs VBA and TBSS in detecting white matter changes,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
19398016,Multi-contrast large deformation diffeomorphic metric mapping for diffusion tensor imaging,humans,Healthy controls;Alzheimer's disease,diffusion MRI;DTI,,LDDMM,single study,,,,,Alzheimer's disease patients vs controls,yes,yes,yes,Alzheimers Disease
39316311,Mengmeng Feng and Ziyang Song contributed equally to this work,humans,Subcortical ischemic vascular disease;Healthy controls,diffusion MRI;DTI,Corpus Callosum - Genu;Corona Radiata;Superior Longitudinal Fasciculus;External Capsule;body of corpus callosum,TBSS,single study,FA;MD;PSMD,,mediation analysis;correlation,decrease,Subcortical ischemic vascular disease patients vs Healthy controls;Association of white matter damage with gait disorders mediated by cognitive impairment,yes,yes,no,
28266059,Fractional Anisotropy Derived from the Diffusion Tensor Distribution Function Boosts Power to Detect Alzheimers Disease Deficits,humans,Alzheimers Disease,diffusion MRI;HARDI,,,single study,FA,,,no mention,Associations of FA measures with average hippocampal volume;FA TDF vs FA DTI for detecting Alzheimer's disease-related white matter deficits;Associations of FA measures with Clinical Dementia Rating scores;Associations of FA measures with AD diagnosis,yes,yes,yes,Alzheimers Disease
27062691,Neuroanatomical correlates of verbal fluency in early Alzheimers disease and normal aging,humans,Healthy elderly;Alzheimer's disease,Anatomical MRI,Uncinate Fasciculus;Inferior Fronto-Occipital Fasciculus;Corpus Callosum,,single study,,,correlation;regression,no mention,early Alzheimer's disease vs normal aging,no,yes,yes,Alzheimers Disease
31865024,NeuroImage: Clinical,humans,Healthy controls;Primary Progressive Aphasia,diffusion MRI,Middle Longitudinal Fasciculus,,single study,FA;MD;AD;RD,,correlation,decrease,Primary Progressive Aphasia patients vs Healthy controls,yes,yes,yes,Primary Progressive Aphasia
37519167,Diffusion tensor imaging (DTI) Analysis Based on Tract-based spatial statistics (TBSS) and Classification Using Multi-Metric in Alzheimers Disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI;DTI,Corona Radiata;Superior Longitudinal Fasciculus;Corpus Callosum,,single study,FA;MD;AD;RD,,classification;TBSS;support vector machine;SVM-RFE,decrease,Alzheimer's disease patients vs Healthy controls,yes,yes,yes,Alzheimers Disease
24997672,Serum Cholesterol and Variant in Cholesterol-Related Gene CETP Predict White Matter Microstructure,,,,,,,,,,,Serum cholesterol and CETP variant predict white matter microstructure,no,no,no,
31981370,Prospective Associations Between Diffusion Tensor Imaging Parameters and Frailty in Older Adults,humans,Older adults;Community-dwelling older adults,diffusion MRI;fMRI,Corona Radiata;posterior thalamic radiation;Superior Longitudinal Fasciculus;Superior Fronto-Occipital Fasciculus;External Capsule;Internal Capsule,,single study,FA;MD;AD;RD,,mixed effects model;ordinal logistic regression;regression,decrease,Associations between white matter integrity (DTI parameters) and 5-year worsening of frailty in older adults,yes,yes,no,
25664619,Multimodal Analysis of Functional and Structural Disconnection in Alzheimers Disease Using Multiple Kernel SVM,humans,Healthy controls;Alzheimer's disease,Diffusion Tensor Imaging (DTI);diffusion MRI;fMRI;Anatomical MRI,,,single study,,,support vector machine;leave-one-out cross-validation,decrease,Alzheimer's disease patients vs healthy controls,yes,yes,yes,Alzheimers Disease
31706220,NeuroImage: Clinical,humans,Older adults;Cerebral Small Vessel Disease;Dementia,diffusion tensor imaging;diffusion MRI,,,single study,,,mediation;regression,decrease,mediation of WMH effects on dementia by network efficiency and peripheral connection strength;baseline network measures in participants with dementia vs without;associations between network measures and cognitive decline;progression of rich club organization disturbances in older adults with SVD,yes,yes,yes,Cerebral Small Vessel Disease;Dementia
19835655,,humans,T-tau normal group;T-tau pathology group;Mild Cognitive Impairment;Subjective cognitive impairment,diffusion MRI;Anatomical MRI,Corpus Callosum - Genu,,single study,FA;RD,,correlation;regression,no mention,memory network DTI predicts memory performance in the absence of elevated T-tau;T-tau pathology group vs T-tau normal group,yes,yes,no,Mild Cognitive Impairment;Alzheimers Disease
20950559,Neuroimagerie de la maladie dAlzheimer : synthèse et apport à la compréhension des mécanismes physiopathologiques,humans,Alzheimer's disease,PET;diffusion MRI;fMRI;Anatomical MRI,Cingulum,,review,,,,no mention,functional compensation vs disconnection in Alzheimer's disease,yes,yes,yes,Alzheimers Disease
16520023,Diffusion tensor imaging in early Alzheimers disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,Corpus Callosum - Genu;Cingulum;Internal Capsule;Corpus Callosum - Splenium,,single study,FA;MD,,correlation,decrease;increase,early Alzheimer's disease patients vs healthy controls,yes,yes,yes,Alzheimers Disease
31175374,Microstructural White Matter Alterations in Mild Cognitive Impairment and Alzheimers Disease Study Based on Neurite Orientation Dispersion and Density Imaging (NODDI),humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Cerebral Peduncle;Corpus Callosum - Splenium,,single study,FA;NDI;ODI;Viso,,ANOVA;correlation;TFCE;ROC,decrease;increase,Alzheimer's disease vs Healthy controls;Mild Cognitive Impairment vs Healthy controls;Diagnostic performance of NODDI-derived parameters vs DTI-derived parameters for Alzheimer's disease,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
31901155,Microstructural disruption of the right inferior fronto-occipital and inferior longitudinal fasciculus contributes to WMHrelated cognitive impairment,humans,WMH with normal cognition;WMH with mild cognitive impairment;Healthy controls,diffusion MRI,Inferior Longitudinal Fasciculus;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Anterior Thalamic Radiation,Automated Fiber Quantification,single study,MD,,machine learning;partial correlation,decrease,WMH groups vs Healthy controls;WMH-MCI vs WMH with normal cognition,yes,yes,no,Mild Cognitive Impairment;Cerebral Small Vessel Disease
18412132,White Matter Tract Integrity in Aging and Alzheimers Disease,humans,Healthy elderly;Healthy young;Mild Cognitive Impairment;Alzheimer's disease,diffusion MRI;diffusion tensor imaging (DTI),,TBSS,single study,FA,,,decrease,Healthy elderly vs Healthy young;Alzheimer's disease vs Healthy elderly,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
31954961,Diffusion tensor imaging evidence of corticospinal pathway involvement in frontotemporal lobar degeneration,,Frontotemporal lobar degeneration,diffusion MRI,Corticospinal Tract,,,,,,,corticospinal pathway involvement in frontotemporal lobar degeneration,yes,no,yes,Frontotemporal Dementia
23706516,The ε4 genotype of apolipoprotein E and white matter integrity in Alzheimers disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Global,,single study,FA;MD,,,decrease,APOE ε4 carriers vs noncarriers in Alzheimer's disease and healthy controls,yes,yes,yes,Alzheimers Disease
32008281,Study on the white matter neuronal integrity in amnestic mild cognitive impairment based on automating fiber-tract quantification Article in Chinese,humans,non-amnestic mild cognitive impairment;normal control subjects;amnestic mild cognitive impairment,diffusion MRI;Anatomical MRI,Inferior Longitudinal Fasciculus;Corticospinal Tract;Cingulum (Hippocampus),AFQ,single study,FA;MD,,t-test;correlation,decrease;increase,aMCI patients vs normal controls;aMCI patients vs naMCI patients,yes,yes,no,Mild Cognitive Impairment
