PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
31421507,NeuroImage: Clinical,humans,Mild Cognitive Impairment,diffusion MRI,Left Inferior Fronto-Occipital Fasciculus;Forceps Minor;Corpus Callosum,,single study,RD,,regression,no mention,MCI individuals with history of falls vs those without,yes,yes,no,Mild Cognitive Impairment
20429751,Diffusion tensor imaging (DTI) in dementia patients with frontal lobe symptoms,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Cingulum;Frontal Forceps;Corpus Callosum,,single study,FA,,correlation,decrease,dementia patients with frontal lobe symptoms vs controls,yes,yes,yes,Alzheimers Disease
23475817,White Matter Imaging Helps Dissociate Tau from TDP-43 in Frontotemporal Lobar Degeneration,humans,FTLD-TAU;FTLD-TDP,diffusion weighted MRI;T1 volumetric MRI,,Eigenanatomy,single study,FA,,ROC curve,increase,FTLD-TAU vs FTLD-TDP,yes,yes,yes,Frontotemporal Dementia
26646649,Difference in white matter microstructure in differential diagnosis of normal pressure hydrocephalus and Alzheimers disease,humans,Normal pressure hydrocephalus;Healthy controls;Alzheimer's disease,diffusion MRI,Corona Radiata;Corpus Callosum,,single study,FA;MD;RD,,,decrease,NPH patients vs controls;NPH patients vs AD patients,yes,yes,yes,Idiopathic Normal Pressure Hydrocephalus;Alzheimers Disease
25363208,Longitudinal Diffusion Tensor Imaging in Frontotemporal Dementia,humans,behavioral variant frontotemporal dementia;Healthy controls,diffusion MRI,Cingulum;Uncinate Fasciculus,,single study,FA;MD,,t-test,decrease,behavioral variant frontotemporal dementia patients vs controls,yes,yes,yes,Frontotemporal Dementia
16301485,Damage within a network of white matter regions underlies executive dysfunction in CADASIL,humans,CADASIL,diffusion MRI,Cingulum Bundle,SPM,single study,FA,,correlation,,CADASIL patients executive function assessment,yes,yes,no,Cerebral Small Vessel Disease
28448817,Psychiatry Research: Neuroimaging,humans,Alzheimer's disease,diffusion MRI,,,single study,FA;MD,,,,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
22850313,Cognitive Function in Small Vessel Disease: The Additional Value of Diffusion Tensor Imaging to Conventional Magnetic Resonance Imaging: The RUN DMC Study,humans,individuals with small vessel disease,diffusion MRI;MRI,,,single study,FA;MD,,regression,no mention,value of DTI in cognitive function in SVD,yes,yes,no,Cerebral Small Vessel Disease
30798166,NeuroImage: Clinical,humans,Mild cognitive impairment;Normal controls;Alzheimer's disease,,Cingulum;Arcuate Fasciculus,AFQ;TBSS;VBA,single study,FA;MD,,,decrease;increase,MCI patients vs NC;AD patients vs NC,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
19398016,Multi-contrast large deformation diffeomorphic metric mapping for diffusion tensor imaging,humans,Normal subjects;Alzheimer's disease,diffusion MRI,,,single study,,,manual landmark-based matching,,Alzheimer's disease patients vs normal subjects,yes,yes,yes,Alzheimers Disease
39316311,Mengmeng Feng and Ziyang Song contributed equally to this work,humans,subcortical ischemic vascular disease;normal controls,diffusion MRI,Superior Corona Radiata;Anterior Corona Radiata;Superior Longitudinal Fasciculus;Corpus Callosum;External Capsule,Tract-Based Spatial Statistics,single study,FA;MD,,mediation analysis,decrease,SIVD patients vs controls,yes,yes,no,
28266059,Fractional Anisotropy Derived from the Diffusion Tensor Distribution Function Boosts Power to Detect Alzheimers Disease Deficits,humans,Alzheimer's disease,diffusion MRI,,,single study,FA,,statistical tests,,AD diagnosis,yes,yes,yes,Alzheimers Disease
27062691,Neuroanatomical correlates of verbal fluency in early Alzheimers disease and normal aging,humans,Healthy elderly;Alzheimer's disease,MRI,Uncinate Fasciculus;Inferior Fronto-Occipital Fasciculus;Corpus Callosum,,single study,,,linear regression,,mild AD patients vs healthy elderly,no,yes,yes,Alzheimers Disease
31865024,NeuroImage: Clinical,humans,Healthy controls;Primary Progressive Aphasia,diffusion MRI,Middle Longitudinal Fasciculus,,single study,FA;MD;AD;RD,,,decrease,PPA patients vs controls,yes,yes,yes,Primary Progressive Aphasia
37519167,Diffusion tensor imaging (DTI) Analysis Based on Tract-based spatial statistics (TBSS) and Classification Using Multi-Metric in Alzheimers Disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Corona Radiata;Superior Longitudinal Fasciculus;Corpus Callosum,,single study,FA;DA;MD;RD,,SVM-RFE,decrease,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
24997672,Serum Cholesterol and Variant in Cholesterol-Related Gene CETP Predict White Matter Microstructure,,,,,,single study,,,,,,no,no,no,
31981370,Prospective Associations Between Diffusion Tensor Imaging Parameters and Frailty in Older Adults,humans,,diffusion MRI;fMRI,superior longitudinal fasciculus;posterior thalamic radiation;anterior limb of internal capsule;superior frontal occipital fasciculus;superior corona radiata;posterior corona radiata;external capsule,,single study,FA;MD;AxD;RD,,mixed effect ordinal logistic regression,no mention,association between WM integrity and frailty,yes,yes,no,
25664619,Multimodal Analysis of Functional and Structural Disconnection in Alzheimers Disease Using Multiple Kernel SVM,humans,Healthy controls;Alzheimer's disease,structural MRI;diffusion MRI;resting-state functional MRI,,SVM,single study,FA,,AUC,,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
31706220,NeuroImage: Clinical,humans,,diffusion MRI,Global,,single study,,,,decrease,participants with SVD and dementia,yes,yes,yes,Cerebral Small Vessel Disease;Dementia
19835655,,humans,Mild cognitive impairment;Subjective cognitive impairment,diffusion MRI,Corpus Callosum - Genu,,single study,FA;RD,,,,memory performance in T-tau normal patients,yes,yes,no,Alzheimers Disease
20950559,Neuroimagerie de la maladie dAlzheimer : synthèse et apport à la compréhension des mécanismes physiopathologiques,humans,Alzheimer's disease,PET;diffusion MRI;Anatomical MRI,Cingulum,,single study,,,,,Alzheimer's patients,yes,yes,yes,Alzheimers Disease
16520023,Diffusion tensor imaging in early Alzheimers disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI,Cingulum;Internal Capsule;Corpus Callosum - Splenium,,single study,FA;MD,,,decrease;increase,Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
31175374,Microstructural White Matter Alterations in Mild Cognitive Impairment and Alzheimers Disease Study Based on Neurite Orientation Dispersion and Density Imaging (NODDI),humans,Mild Cognitive Impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Cerebral Peduncle;Corpus Callosum - Splenium,,single study,FA;NDI;ODI,,ANOVA,decrease,MCI and AD patients vs healthy controls,yes,yes,yes,Alzheimers Disease
31901155,Microstructural disruption of the right inferior fronto-occipital and inferior longitudinal fasciculus contributes to WMHrelated cognitive impairment,humans,WMH with normal cognition;WMH with mild cognitive impairment;healthy controls,diffusion MRI,Inferior Longitudinal Fasciculus;Inferior Fronto-Occipital Fasciculus;Superior Longitudinal Fasciculus;Anterior Thalamic Radiation,Automated Fiber Quantification,single study,MD,,partial correlation,decrease,WMH with mild cognitive impairment vs controls,yes,yes,no,Cerebral Small Vessel Disease
18412132,White Matter Tract Integrity in Aging and Alzheimers Disease,humans,Healthy elderly;Healthy young;Mild cognitive impairment;Alzheimer's disease,diffusion MRI,,TBSS,single study,FA,,,decrease,healthy aging vs Alzheimer’s disease,yes,yes,yes,Alzheimers Disease
31954961,Diffusion tensor imaging evidence of corticospinal pathway involvement in frontotemporal lobar degeneration,,,,,,single study,,,,,,no,no,no,
23706516,The ε4 genotype of apolipoprotein E and white matter integrity in Alzheimers disease,humans,Healthy controls;Alzheimer's disease,diffusion MRI,,,single study,FA;MD,,ANOVA,decrease,AD patients vs healthy controls,yes,yes,yes,Alzheimers Disease
32008281,Study on the white matter neuronal integrity in amnestic mild cognitive impairment based on automating fiber-tract quantification Article in Chinese,humans,naMCI;normal control subjects;amnestic mild cognitive impairment,diffusion MRI;Anatomical MRI,Inferior Longitudinal Fasciculus;Corticospinal Tract;Cingulum (Hippocampus),AFQ,single study,FA;MD,,t-test,decrease;increase,aMCI patients vs normal control subjects;aMCI patients vs naMCI patients,yes,yes,yes,Mild Cognitive Impairment
25859933,Microstructural White Matter Abnormalities and Cognitive Dysfunction in Subcortical Ischemic Vascular Disease: an Atlas-Based Diffusion Tensor Analysis Study,humans,normal cognition;vascular cognitive impairment on dementia,diffusion MRI,uncinate fasciculus;stria terminalis;superior corona radiata;sagittal stratum;posterior limb of internal capsule;anterior corona radiata;fornix;external capsule;superior fronto-occipital fasciculus;retrolenticular part of internal capsule;anterior limb of internal capsule;genu of corpus callosum;posterior corona radiata;superior longitudinal fasciculus;splenium of corpus callosum;cingulum;posterior thalamic radiation;tapetum of corpus callosum;body of corpus callosum,,single study,FA;MD,,,decrease,VCIND patients vs NC patients,yes,yes,yes,
28067183,Hippocampal and entorhinal structures in subjective memory impairment: a combined MRI volumetric and DTI study,humans,Subjective memory impairment;Elderly controls,diffusion MRI;Anatomical MRI,Hippocampal Body,,single study,FA;MD,,,decrease,SMI participants vs elderly controls,yes,yes,no,
19442496,Diffusion tensor changes in patients with amnesic mild cognitive impairment and various dementias,humans,frontotemporal dementia;Alzheimer's disease;amnesic mild cognitive impairment;subcortical ischemic vascular dementia;Healthy controls,diffusion MRI,Corpus Callosum,,single study,FA;MD,,,,amnesic mild cognitive impairment and various dementias vs controls,yes,yes,yes,Dementia;Alzheimers Disease
22825739,Relationship between apolipoprotein E4 genotype and white matter integrity in HIV-positive young adults in South Africa,humans,HIV-positive young adults,diffusion tensor imaging,Corpus Callosum,,single study,FA,,t-test,decrease,ApoE genotype impact on white matter integrity,yes,yes,no,
19584447,Impact of APOE on the Healthy Aging Brain: A Voxel-Based MRI and DTI Study,humans,nondemented older adults,diffusion MRI;Anatomical MRI,parahippocampal gyrus,,single study,FA,,voxel-based morphometry;tract-based spatial statistics,decrease,APOEε4 carriers vs APOEε4 negative participants,yes,yes,no,Alzheimers Disease
37673749,Assessment of gray matter microstructure and synaptic density in Alzheimers disease: A multimodal imaging study with DTI and SV2A PET,,,PET;DTI,,,single study,MD,,,,relationship between gray matter microstructure and synaptic density in Alzheimer's disease,yes,no,no,Alzheimers Disease
40016624,Association Between Single Nucleotide Polymorphisms in the Aquaporin-4 Gene and Longitudinal Changes in White Matter Free Water and Cognitive Function in Non-Demented Older Adults,humans,non-demented older adults,diffusion MRI,,,single study,FW,,regression,no mention,AQP4 SNPs influence AD progression,yes,yes,no,
29126669,Psychiatry Research: Neuroimaging,humans,non-amnestic MCI;amnestic MCI;Healthy controls,diffusion weighted MRI;Anatomical MRI,Fornix;Cingulum;Crus Cerebri,SPM;ExploreDTI,single study,FA;MD,,logistic regression;ANCOVA,decrease,amnestic MCI vs non-amnestic MCI vs controls,yes,yes,no,Alzheimers Disease
28315741,Individual classification of Alzheimers disease with diffusion magnetic resonance imaging,humans,controls;Alzheimer's disease,diffusion MRI,,,single study,FA,,AUC,,AD patients vs controls,yes,yes,yes,Alzheimers Disease
39737627,Microstructural mapping of neural pathways in Alzheimers disease using macrostructure-informed normative tractometry,humans,mild cognitive impairment;Alzheimer's disease,diffusion weighted MRI,,,single study,,,,,MCI and dementia,yes,yes,yes,Alzheimers Disease
26567744,Eigenanatomy on Fractional Anisotropy Imaging Provides White Matter Anatomical Features Discriminating Between Alzheimers Disease and Late Onset Bipolar Disorder,humans,Bipolar;Healthy controls;Alzheimer's disease,diffusion weighted MRI,posterior limb of internal capsule;superior corona radiata,SVM,single study,FA,John Hopkins University white matter atlas,cross-validation,no mention,Alzheimer's disease vs Late Onset Bipolar Disorder,yes,yes,yes,Alzheimers Disease
24970026,Discriminative analysis of multivariate features from structural MRI and diffusion tensor images,humans,normal controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,,support vector machine,single study,FA,,cross-validation,,Alzheimer's disease patients vs normal controls,yes,yes,yes,Alzheimers Disease
25693199,Microstructural White Matter Tissue Characteristics Are Modulated by Homocysteine: A Diffusion Tensor Imaging Study,humans,Healthy participants,diffusion MRI,Cerebellar Peduncle,,single study,diffusivity,,correlation,,homocysteine levels and microstructural measures,yes,yes,no,
31741143,Cerebellar cognitive-affective syndrome preceding ataxia associated with complex extrapyramidal features in a Turkish SCA48 family,humans,SCA48 patient,diffusion MRI;SPECT;MRI,Cingulum;Cerebellar Fornix;Cerebral Peduncle;Cingulum Bundle;Fronto-Pontine Tract,,single study,,,,,SCA48 symptoms and cognitive impairment,yes,yes,no,Cerebral Amyloid Angiopathy
28948070,Predicting neurocognitive function with hippocampal volumes and DTI metrics in patients with Alzheimers dementia and mild cognitive impairment,humans,mild cognitive impairment;Alzheimer's dementia,,,,single study,,,,,,no,yes,yes,Alzheimers Disease
