pmcid,table_id,table_label,table_caption,table_foot,n_header_rows,table_data_file
5539622,Tab2,Table 2,Partial correlations (r) between memory test scores and RSI and DTI measures,"Correlations corrected for age, sex, and education*p < 0.01, **p < 0.001CERAD-DR Consortium to Establish a Registry for Alzheimer’s Disease delayed recall, CVLT-LFR California Verbal Learning Test long delay free recall, CVLT-SFR California Verbal Learning Test short delay free recall, DTI diffusion tensor imaging, FA fractional anisotropy, IF isotropic free water diffusion, IFOF inferior fronto-occipital fasciculus, ILF inferior longitudinal fasciculus, LMI Logical Memory immediate, LMD Logical Memory delayed, MD mean diffusivity, ND neurite density, RSI restriction spectrum imaging",1,articles/6c5/pmcid_5539622/tables/table_001.csv
5539622,Tab3,Table 3,"Beta values for predictors of neuropsychological test scores, with model F and R2 values using RSI and DTI metrics","Values corrected for age, sex, and education*All regression models significant at p < 0.001CERAD-DR Consortium to Establish a Registry for Alzheimer’s Disease delayed recall, CVLT-LFR California Verbal Learning Test long delay free recall, CVLT-SFR California Verbal Learning Test short delay free recall, DRS Dementia Rating Scale, DTI diffusion tensor imaging, FA fractional anisotropy, IF isotropic free water diffusion, IFOF inferior fronto-occipital fasciculus, LMI Logical Memory immediate, LMD Logical Memory delayed, ND neurite density, RSI restriction spectrum imaging",1,articles/6c5/pmcid_5539622/tables/table_002.csv
5539622,Tab4,Table 4,Pearson’s correlations (r) between discriminant scores and neuropsychological test scores,"*p < 0.01, **p < 0.001CERAD-DR Consortium to Establish a Registry for Alzheimer’s Disease delayed recall, CVLT-LFR California Verbal Learning Test long delay free recall, CVLT-SFR California Verbal Learning Test short delay free recall, DRS Dementia Rating Scale, DTI diffusion tensor imaging, LMI Logical Memory immediate, LMD Logical Memory delayed, RSI restriction spectrum imaging",1,articles/6c5/pmcid_5539622/tables/table_003.csv
9701560,T1,Table 1,Demographics.,Aß = amyloid-beta.WMH = White matter hyperintensities.CDR = Clinical dementia rating.PS1 = Presenilin 1 PS2 = Presenilin 2 APP = amyloid precursor protein. PET = Positron Emission Tomography.,1,articles/2cd/pmcid_9701560/tables/table_000.csv
9701560,T2,Table 2,p-values for each variable and their contribution to the linear models for each of the CSF Tau phosphorylation sites. Each variable is attributed to a known cause of WM decline with amyloid as a metric of disease severity and cortical GM as a proxy for GM atrophy. Only CSF pT205 significantly contributed to the model with a trend level seen for CSF pT217.,,1,articles/2cd/pmcid_9701560/tables/table_001.csv
5607539,brb3766-tbl-0001,Table 1,Demographic and clinical characteristics of participants,"AD, Alzheimer's dementia; K‐GDS, Korean Geriatric Depression Scales; MCI, Mild cognitive impairment; HC, Healthy control; CDR, Clinical Dementia Rating; MMSE, Mini‐Mental State Examination.As for the scores of CERAD‐K cognitive test and K‐GDS, complete data were available for 38 AD patients, 64 MCI patients, and 30 HCs, and one or more data were not available for the remaining subjects.aIndicates significance compared to HC group (p < .05).bIndicates significance compared to MCI group (p < .05).cWelch's ANOVA with Games‐Howell post hoc test. Otherwise, ANOVA with Tukey's post hoc test.",1,articles/0c8/pmcid_5607539/tables/table_000.csv
5607539,brb3766-tbl-0002,Table 2,Hippocampal subfields and fiber tracts that are significantly (p < .005) correlated with the latent variable(s) with regard to CERAD‐K total scores in three groups,"CA, Cornu Ammonis; FA, fractional anisotropy; MD, mean diffusivity; GC‐ML‐DG, granule cell layer‐molecular layer‐dentate gyrus; SFOF, superior fronto‐occipital fasciculus.Superscripts in healthy controls indicate 1st to 3rd latent variables.",1,articles/0c8/pmcid_5607539/tables/table_001.csv
9465649,T1,Table 1,Demographics and risk factors of the cohort.,,1,articles/93c/pmcid_9465649/tables/table_000.csv
9465649,T2,Table 2,Characteristics of the imaging parameters.,"Abbreviations: FW = free water, NAWM = normal appearing white matter, WMH = white matter hyperintensity, AD = axial diffusivity, FA = fractional anisotropy, MD = mean diffusivity, RD = radial diffusivity; t = suffix for free water corrected tissue, nBV = normalized brain volume;*normalized and ln-transformed.",1,articles/93c/pmcid_9465649/tables/table_001.csv
9465649,T3,Table 3,"Partial correlation between imaging variables and EF with a speed component, adjusted for age.","Abbreviation: r = correlation coefficient, FW = free water, NAWM = normal appearing white matter, WMH = white matter hyperintensities, MD = mean diffusivity, FA = fractional anisotropy, AD = axial diffusivity, RD = radial diffusivity, t = suffix for free water corrected tissue,*exponentially transformed;**normalized and ln-transformed;***between group t-test (presented are T-score and p-value).",1,articles/93c/pmcid_9465649/tables/table_002.csv
9465649,T4,Table 4,"Significant linear regression results of EF with a speed component regressed on FW in specific white matter tracts. All analysis are corrected for age and the risk factors hypertension, diabetes, hypercholesterolemia, BMI and smoking. Results are uncorrected for multiple comparisons.","Abbreviations: B = regression coefficient, Std. error = standard error, VIF = variance inflation factor, R2 change = variance explained by the specific tract.",1,articles/93c/pmcid_9465649/tables/table_003.csv
11331623,Tab1,Table 1,Comparative analysis of clinical data between MCI stable and progression subgroups,"CDRS Clinical Dementia Rating Scale, ADAS Alzheimer’s Disease Assessment Scale, MMSE Mini-Mental State Examination, NA Not available because the variable is not included in the NACC database",3,articles/d81/pmcid_11331623/tables/table_000.csv
11331623,Tab2,Table 2,Predictive performances of different machine learning methods,"SD Standard deviation, RSD Relative standard deviation, KNN K-nearest neighbor, SVM Support vector machine, DT Decision tree",1,articles/d81/pmcid_11331623/tables/table_001.csv
11331623,Tab3,Table 3,Independent predictors of MCI status in univariate and multivariate logistic regression analysis,"OR Odds ratio, CI Confidence interval, CDRS Clinical Dementia Rating Scale, ADAS Alzheimer’s Disease Assessment Scale, MMSE Mini-Mental State Examination, SVM Support vector machine, NA Not available because the variable is not included in multiple variables",2,articles/d81/pmcid_11331623/tables/table_002.csv
5738235,t0005,Table 1,Main recorded quantitative data with comparison between men and women.,"BP, blood pressure; MMSE, mini-mental-state-examination; ADCmean, mean apparent diffusion coefficient.",1,articles/0ec/pmcid_5738235/tables/table_000.csv
5738235,t0010,Table 2,"Volume and anatomical locations of the significant grey matter clusters obtained through SPM linear regression models aimed at correlating the CMRGlc of brain grey matter voxels with the ADCmean values obtained from the overall white matter or from the white matter of each individual lobe, and with age and gender as covariables (p-value of 0.005, corrected for cluster volume (k = 39)).","ADCmean, mean apparent diffusion coefficient; BA, Brodmann areas.",1,articles/0ec/pmcid_5738235/tables/table_001.csv
5738235,t0015,Table 3,"Pearson coefficients between the ADCmean of the overall white matter or the CMRGlc of areas correlated with global ADCmean, and clinical and BP variables and neuropsychological test scores.","BP, blood pressure; MMSE, mini-mental-state-examination; ADCmean, mean apparent diffusion coefficient; CMRGlc, cerebral metabolic rate of glucose.",1,articles/0ec/pmcid_5738235/tables/table_002.csv
11521969,tab1,Table 1,DTI main analysis method.,,1,articles/76a/pmcid_11521969/tables/table_000.csv
8046043,hbm25342-tbl-0001,TABLE 1,Demographic information,"Notes: Data are presented as mean (SD) unless otherwise stated. Comparisons were made using analysis of variance (ANOVA) and the chi‐square test where appropriate. p values <.05 are marked in bold italics. p values <.05 resulting from post‐hoc Tukey analysis are labeled as given below.Abbreviations: AD, Alzheimer's disease; NC, normal cognition; SIVD, subcortical ischemic vascular disease.aBetween SIVD and NC.bBetween AD and NC.cBetween SIVD and AD.",2,articles/ca3/pmcid_8046043/tables/table_000.csv
8046043,hbm25342-tbl-0002,TABLE 2,Comparisons of quantitative DTI and DKI metrics,"Notes: Data are presented as mean ± SD unless otherwise stated. Analysis of covariance (ANCOVA) was used for controlling cofactors as stated in the table. Mean/axial/radial diffusivity is presented in units of 10−3 mm2 s−1. p values <.05 are marked in bold italics. 0.01 ≤ ηp2 < 0.06 denotes a small effect, 0.06 ≤ ηp2 < 0.14 denotes a median effect, while 0.14 ≤ ηp2 denotes a large effect.Abbreviations: DTI, diffusion tensor imaging; DKI, diffusion kurtosis imaging; SIVD, subcortical ischemic vascular disease; AD, Alzheimer's disease; NC, normal cognition; Daxial, axial diffusivity; Dradial, radial diffusivity; MD, mean diffusivity; FA, fractional anisotropy; Kaxial, axial kurtosis; Kradial, radial kurtosis; MK, mean kurtosis.",3,articles/ca3/pmcid_8046043/tables/table_001.csv
8046043,hbm25342-tbl-0003,TABLE 3,Discriminant analysis by different combinations of quantitative metrics,"Abbreviations: Daxial, axial diffusivity; Dradial, radial diffusivity; MD, mean diffusivity; FA, fractional anisotropy; Kaxial, axial kurtosis; Kradial, radial kurtosis; MK, mean kurtosis.a1,000 times of simple sampling from the biased‐corrected and accelerated percentile bootstrap after removal of the outliers, defined by those with absolute value of Z score >2.bThe classification accuracy of the Fazekas scale was derived by incorporating all components, including total score and scores of periventricular and deep white matter hyperintensities.cThe classification accuracies were derived by analyzing bilateral thalami and segregated thalamic regions, respectively.",1,articles/ca3/pmcid_8046043/tables/table_002.csv
8046043,hbm25342-tbl-0004,TABLE 4,Correlations between DKI metrics and cognition measures in all subjects (n = 77),"Note: The results were reported with partial correlation coefficients after controlling for age and education; the partial correlation coefficients with p values <.05 are marked in bold italics.Abbreviations: DKI, diffusion kurtosis imaging; PUL, pulvinar; ANT, anterior; MedioD, mediodorsal; VLD, ventral‐lateral‐dorsal; C, central; VA, ventral‐anterior; VLV, ventral‐lateral‐ventral; CDRSOB, Clinical Dementia Rating sum of box; MMSE, Mini‐Mental State Examination.Note: **p values <0.01. †p values <.05 after also controlling for the Fazekas Scale; *p values <.05.",2,articles/ca3/pmcid_8046043/tables/table_003.csv
7507145,gbb12656-tbl-0001,TABLE 1,SNPs that were used to build the GRSs.,"Note: 15 SNPs could be assigned to at least one of the pathways identified as showing enrichment for association with late‐onset AD. The pathway protein ubiquitination was excluded because none of the SNPS could assigned to this pathway. Notice that only immune/inflammatory response and endocytosis are completely independent pathways. Abbreviations: Immune resp., immune response; Cholesterol/lipid met., cholesterol/lipid metabolism; Synaptic trans., synaptic transmission; 1, OR extracted from reference 18; 2, OR extracted from reference 19; *, belongs to.",1,articles/f7f/pmcid_7507145/tables/table_000.csv
7507145,gbb12656-tbl-0002,TABLE 2,Summary of k‐means cluster analysis.,"Abbreviations: CI, confidence interval; FA, fractional anisotropy; GRS, genetic risk score; IQ, intelligence quotient; SD, standard deviation; SE, standard error.Note: Both models were adjusted by age, gender and four principal components of ancestry. Coefficients were calculated using z‐values therefore β represents change in terms of SD from the mean.",1,articles/f7f/pmcid_7507145/tables/table_001.csv
